label,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85
262.89314069999995,-4.671848519,-0.698559723,-4.311155911,0.474456631,-4.159007309,3.0597857489999996,1.073650198,-0.586446609,0.5117917120000001,-5.667831144,-0.703055324,-7.30142548,2.961498381,3.504136735,-2.237681766,-5.396955908,4.491971559,4.092835722,-3.6425051410000004,0.288830734,-11.82781103,-11.04638975,-6.336880627,0.93340964,-9.778637212000001,11.10709879,-17.04956905,24.27205706,-0.892928251,1.862784459,29.17773997,-12.12756423,-13.01285631,-11.70985282,-3.279944638,2.76956381,21.74489547,6.1996467410000005,-12.30632268,14.61182592,3.0067385019999997,-5.635121323,21.393739800000002,7.156487882,-21.33391778,-6.5779979179999994,6.140453107000001,-9.841589746,30.26643677,-21.02337134,-19.578737,10.25996344,-7.52881048,-10.27887433,3.686523357,-11.46803118,-10.62524995,5.115760441,-13.5618241,-13.33150063,5.741851865,7.563711106,-7.315796145,9.045916004,-13.16093027,1.733028245,-14.80509,-9.89753947,7.439801872,11.05688859,-14.59768606,-4.192739134,5.594489521,-6.198837258999999,5.765445095,1.5480087169999999,5.683740677,8.897870437,-11.5818663,0.9583234559999999,-4.976204878,-0.585727834,-1.000462183,6.785593665,-3.572423984
201.9461936,-4.949521569,-1.089315497,-5.689023965,-6.663521001,-3.8570825280000003,1.291247691,-7.279033352999999,-7.024761671,1.893009694,2.429738656,-0.26148296600000004,-9.005974623,4.455867668,-1.5006495180000001,5.495713045,12.35662092,0.86014042,-19.73149259,-14.48546294,-10.17088532,-2.856351128,6.079068403,-18.88126802,-17.39072398,-0.186454604,-2.3112763,16.63049247,-7.751747172000001,12.51204244,2.664234289,-23.01086343,0.384581644,-1.75422417,33.86115239,-6.414505114,20.08890612,16.70319907,-11.30345879,4.4436860419999995,13.37052846,22.33383556,-13.62610831,12.61683203,-8.684822066,-2.792086967,10.01319857,3.036100967,-0.890843313,22.09493704,-10.9582692,14.20712615,5.468246419,-2.252397017,-10.03452539,-5.895623421,11.44183813,-13.91428632,-5.4956207820000005,10.0048403,-2.606853765,1.746990914,11.52812775,-5.861036811,-7.468192802000001,-9.616266612,-9.72282104,9.161187117,-15.09816342,-1.439539229,1.258645721,9.304657022,-10.89108511,-7.371068093,5.189018149,12.74469138,-2.578078271,-10.59756582,-6.497358339,9.146347055,5.843542502000001,0.030673016,2.540349523,-5.964506774,-14.96474138,-4.042314365
229.9687514,-0.11115126,-2.3665787480000002,-1.559854117,-2.794577565,-5.432646567999999,-0.608723306,2.434071433,5.436338742,0.311589155,2.6239092040000003,-0.240525057,-3.3777806439999996,0.26028004,-5.526749154,5.978817889,11.98979148,6.853587416,-4.925972753,2.476994472,-14.90370155,-6.417039025,1.526288411,-23.85690298,9.987975015,-2.56951794,2.3386883,25.80702556,-3.787695148,9.606687945,-2.080357319,-0.439588811,-29.80349485,16.33051971,-14.28179907,10.43435424,-10.59938141,1.512527399,31.39865344,-13.88370326,-9.383945999,-7.5522060710000005,-3.857720145,15.06238851,6.89922509,3.5480670310000004,-1.3241866709999999,-20.76792146,4.50228341,-3.707774104,-5.000362903,15.87585974,-2.6083452940000003,-6.845413496,-6.193208649,23.45433162,-15.92889425,10.83855082,-15.15530612,12.41058438,8.889299895,3.7014851010000003,14.6854199,17.45389012,-1.5234259719999999,-13.76323421,2.117320863,8.998293951,11.41335029,-0.064765091,10.09841631,-1.629984289,-3.8267294069999997,-4.220822895,5.61405412,11.506442100000001,-2.4803156000000004,16.38147196,3.3537021310000004,3.140068807,-2.460109601,16.79566469,-0.842763377,2.4933334190000003,2.02582767,4.413855617
249.0514549,-8.653028856,-7.808333949,0.247817412,19.58067285,-11.82427491,3.14928803,16.80319157,-44.97933543,-45.29751696,-52.99087242,-19.19759722,24.12838065,-35.21636901,21.32037279,-1.9924769340000001,9.448925526,-8.256002857999999,10.63667048,-3.3657579639999997,9.330616192,-5.452885587999999,1.3169399640000001,-2.316597198,1.4201759630000002,-0.368023886,1.661050673,4.2030798439999995,-11.487843199999999,-3.128764602,-0.169436007,-7.273783954,-7.590593765,5.918046461,-5.204947249,1.80723209,6.117781275,1.59480029,-9.821469155,-0.5237279979999999,3.93206027,-4.151142296000001,-6.967857004,4.485406495,-0.0050455479999999995,2.173946522,-1.55635235,0.804681883,-3.536347422,-2.07810459,0.544299811,-1.5983564590000001,-1.393279914,-1.4051204369999999,-1.6190227069999998,-0.33678129700000003,-4.2629153639999995,1.369958125,2.7228499680000002,2.3236043090000003,1.760016962,4.890483045,-1.176723136,3.438839212,-0.23955986,1.8013952869999998,-2.9632834889999997,0.002142889,-1.33477486,0.188810196,2.51074522,-3.270229128,-0.107265125,0.236523768,0.39553726100000003,0.38437350299999995,-0.41992760799999995,-1.524874455,-4.315542403,0.201139033,0.012930863999999999,2.645932174,2.161684808,0.8249812190000001,-1.884224871,0.306029809
259.3358469,-4.042205049,-0.830409862,-8.461787163,-5.224945672,-19.60251771,25.41644127,-8.484441715,11.12834352,-11.92766583,8.623455937000001,-16.42898798,7.625362655,18.49583411,-3.2268548910000003,-5.571927617,-22.062013699999998,-19.70510589,5.881259441,6.388032352000001,8.879309451000001,4.070354088,-9.814207996,53.41341746,-5.513726496,-30.56717046,2.739098378,11.13467104,-19.01647525,20.92691035,-1.3670585819999999,-4.411089205,-7.553605319,17.91552611,15.22337192,8.961160217,-3.528235103,7.739082337,13.93435681,-5.766594792,8.867578563,-11.70684054,-2.993378218,8.613544733,0.6200440220000001,-10.18495105,-7.345475161,1.640703297,-7.479294737999999,-0.9362545529999999,-6.079306052000001,-6.510092512999999,-4.487049269,4.435332638999999,6.558314919,6.465464536,2.037886399,-5.647366141,-0.662596913,9.352387942,4.092044957,5.0241392110000005,3.1202395,-3.2880926039999996,-2.734968762,5.906837614,-1.682085665,4.738852788,-4.880089834,-2.531253731,5.199820252,-1.209310542,2.197918247,-1.252738613,-0.68798915,-1.865940057,2.360955314,-2.520873078,-3.2482692510000004,6.789929607,0.121267269,-4.029391231,-8.874474417,-0.328352082,-4.033085895,4.80294756
239.7388759,-0.645208415,1.012233297,2.507055249,-1.568598399,5.29370953,-5.781472937999999,4.524409143,-6.814025088999999,-8.252223933,5.532451947,10.23847351,2.2998734119999997,-9.303954902000001,-5.725068475,3.995124433,7.151822729,-2.507195004,-0.319863556,12.46091915,-10.93796512,7.306325394,20.24159307,9.279582582,-0.348679398,-14.71376664,7.964461997999999,-25.9205763,1.4481325919999999,31.17442508,-15.370467199999998,-2.522019094,9.196233196,11.04946769,0.911649899,-6.086993416,4.729734743,5.495488395,-10.56182537,-7.587648582999999,-21.48354581,-3.1088459260000003,13.77367471,6.8614969210000005,4.916073378,26.34160813,-8.887804102,-11.91872886,20.10159297,-11.19077405,-11.66432573,-9.253593443,12.75290487,-12.01082557,-0.430846274,1.701488343,3.5692541760000003,-10.91950281,-10.22455578,-11.96890902,-13.73183652,8.261438776,9.366893994,-13.44255185,-12.28166036,-21.43756214,4.674828088,-4.091301732,-7.892704123,0.989599352,-8.015866303,14.65746119,2.481815815,7.832228832,-2.749299582,-8.705991531,0.105467089,7.27753225,-2.914823852,-0.942378755,-1.017295061,8.372499523,-1.068206315,11.44119786,-7.27004286,-12.25342004
253.3259253,-7.79575707,-16.98556605,-7.97338513,54.36712908,-12.05803416,-18.96564715,-67.18072128,41.48510757,-25.99119461,12.75700701,10.94125338,17.48230099,-14.88039211,25.19217658,-1.187061434,3.7218806630000003,-0.270799795,1.669101692,-6.4943902510000004,-5.851605067,-0.75276795,-9.823354449,-5.731985959,1.258122013,2.929026149,-0.40795378600000004,1.542206723,2.405348649,1.263338871,3.548347565,-0.640306256,7.710058451,-0.352765004,-4.2402724130000005,1.3384386609999999,-2.625268084,-2.049118467,-5.1346333060000005,-3.573319296,1.34781958,1.829998367,-2.4674806030000003,1.975171262,2.124127777,2.468207872,1.888987023,-0.8045349390000001,2.606710944,-2.3578692340000003,0.189647215,-2.914762125,-0.09629683900000001,1.305330325,-0.649231011,-1.822093,0.473763131,-3.275001835,-0.686433623,0.312390772,0.6327788520000001,0.044369871,1.7807303209999998,1.5345471030000002,0.5401284000000001,-0.16992335100000003,-0.652361463,1.0002138409999999,-3.27158152,-0.646638764,-0.7537742040000001,2.351983664,-0.528453036,-0.5044711789999999,-3.22520912,-1.6924008069999998,0.660430164,1.434171174,1.457020548,-1.3597843569999999,-0.17038358399999998,2.9011226210000003,1.486491815,-0.281934758,0.8333348909999999,-0.191263617
211.8382787,90.23698123,-0.570843888,-23.96246229,9.031876503,-7.617706051,2.002107995,1.51026204,-1.917716328,1.596435737,-2.250097525,0.802125124,0.662528076,-0.272280567,-1.188064208,-0.136115753,0.99503144,-0.215190892,-0.179907715,-1.7611442480000001,-1.004701062,1.27597612,0.807294073,-0.473656715,0.9163626159999999,0.162378001,0.369856853,-0.340183202,0.5471862439999999,1.114331527,0.65091975,1.270187671,-1.648266121,-0.648083605,0.803572952,1.359341022,-0.351321428,-0.06308625400000001,-3.0341625430000003,0.40974485200000005,-0.31940579399999997,1.357918884,-0.42331431700000005,0.16833142399999998,-0.90071631,-0.909601793,-0.685829135,2.7727405660000004,-2.0034035869999998,-1.8299066480000001,2.584112372,-1.109737437,-1.330695535,0.874631802,-0.624240225,-0.61020063,0.518166111,-0.9421760840000001,-1.5867675330000002,-0.524761622,-0.07504094900000001,0.720324733,0.9109926620000001,-0.311723099,0.615427153,-0.9024256409999999,0.9981025859999999,-0.32243535100000004,-0.335515874,0.525651752,-0.426149493,0.926415082,-1.3425683990000001,-1.151132673,0.0015173979999999999,-0.6872125029999999,-1.0742316459999999,0.26656862800000003,0.798143665,-0.348757528,0.7625458979999999,-0.04869821,0.421296221,-0.20559059699999999,-0.115233061,0.735437832
255.2162495,0.5417124879999999,-2.928190779,-1.3889792159999998,4.353340933999999,8.617882412,-10.15523162,1.9448370240000001,-1.723653008,-2.101637595,-4.241811861,3.3209575389999997,5.566683761,3.560864432,0.2547388,5.450896514,-0.892602989,2.9322039380000002,-13.75010542,0.7535436320000001,-1.628901313,-0.38623613,-2.721772413,-3.704115595,7.560324351,-17.76420586,11.00665255,5.868553102999999,-4.332229977,-6.508630498,-0.971843155,-5.371765525,2.215982355,-3.3002738110000003,3.522458428,-9.84193175,-0.589281599,-3.6048422510000004,-0.916576052,0.90327245,-13.01727509,-19.33256658,33.04817635,16.23171561,-4.916189447,-20.80388562,-17.67337504,-13.26330391,12.23616696,7.989689721,6.693141359,3.76165554,-13.59409452,-5.409501986,-6.326611712999999,-7.693953027,11.96393062,-7.073238471,9.886370929,-1.6262059969999998,-2.45415986,-1.509260513,-18.29230807,-6.879727565,-10.45380233,15.0355289,0.280281935,12.25855335,-13.21220408,2.359280049,-2.50884662,-7.126876277999999,13.20645553,-8.203726074,1.6727373280000002,20.13655567,-11.00717552,29.99718072,-3.5322589360000003,-9.338204522,10.78823251,-15.15377756,9.166670146,-13.78121443,1.4798220080000002,-3.16821677
254.0954036,-1.120596446,0.348427815,-0.7985486159999999,-0.46635158,-1.574153634,-4.605910048,-3.4165234489999996,-2.613862751,8.827879906,-1.133820268,2.49695838,3.037405042,-2.944979306,-0.228925997,0.8089874770000001,-3.3908243789999997,-4.532047863,2.118031674,-0.5129560999999999,-7.918421378,-6.413888652000001,4.538448579,-1.318808598,-5.404518332,0.940853333,0.858666039,-3.4974373130000003,-5.222929859,-12.44937518,1.7616704319999998,-3.543582677,-5.43673257,-7.463730842,0.17092982899999998,-7.849734122999999,4.316208663,-15.09824769,2.181802058,3.1462370219999998,13.88564402,-2.03066065,-2.456733575,1.63520423,-1.6257477519999999,-10.14687662,3.787137207,-9.059872264,6.6171763210000005,-20.68460189,-21.95292737,-7.204199357,-14.07083106,-4.55759059,14.44343387,-11.27415162,-4.955695477,9.558503269,-0.16688453,39.70332588,-21.71823314,-5.2787287460000005,-4.815390197,-16.17016363,-4.8377382419999995,-7.4916619529999995,22.11261663,-30.09964263,1.692621745,2.376160697,6.652158667,4.106311995,14.85698033,4.825761201000001,-1.103089205,14.27512261,-20.00539102,-10.60698384,11.47931478,-1.656925908,-2.461967655,8.139098776,-17.26016411,-5.094954101,-15.78110774,2.900955081
