label,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127
73.82567,137.8076708,32.7905517,-56.35632694,27.08296983,3.4083953360000003,33.16719688,-45.57198289,-48.99653074,-1.356577476,-51.43878794,-11.89247226,190.94983330000002,21.2167694,-27.81535584,-39.44261805,2.077221836,-71.09521593,-67.520756,-34.94973778,-82.6362061,-16.78233349,5.1236641160000005,25.76623035,-57.23195567,-52.62000629,0.120239964,157.7887542,-15.76645958,-74.94015043,-74.11136163,-38.68870514,8.372907309,0.762556353,-15.94965039,47.22363546,5.767625654,2.062220897,-1.8940911269999998,17.7311895,36.13583048,20.68103839,-3.0837106739999998,7.066869658,-16.2428212,-15.23253806,-0.48369544299999995,-10.04694487,-18.08150166,20.30973915,-2.023341956,-0.639762701,8.477360674,9.188505097,0.561488068,-13.50985894,-11.60155123,-7.75461805,4.447072292,0.499018135,4.548875172,-1.729371625,0.33951194100000004,-12.62194025,4.24035514,5.41493591,-13.55171697,8.411450923,2.698562705,1.247629265,0.9643664940000001,-10.97295744,-2.26943823,2.498371292,4.620928469,1.8403551319999998,-3.93994296,-2.3820690019999997,5.984877373,-0.35612894100000003,-1.935882104,-2.625333187,-2.055729839,-0.262204586,-1.215017085,2.711343295,2.655994843,-3.493937878,1.768573062,1.332952742,-1.916164014,-0.158122609,-1.462580086,0.880346159,1.3455613530000001,4.046218332,-2.214466066,3.413477102,1.127774315,2.528708443,3.065408862,-5.415813762999999,-2.5746275069999998,0.307907843,-4.924812901,-1.307315817,2.8515719269999997,1.7045110469999998,1.810609282,-4.778233488,-1.4933103209999998,-0.123924238,2.479524366,1.777595469,0.12240039900000001,0.542725546,2.630784798,0.213109717,-0.533755756,1.4817361930000001,-0.021854297999999998,0.862052906,-1.7125666469999998,1.070698095,-2.701955294,-2.184338386,-2.271945251,-1.26568053
83.46053,-61.75437796,78.56092093,-29.8437048,5.873993295,3.912009274,-2.6006046819999997,-27.91739119,2.047850974,-3.2826694610000002,7.750044579,4.382732932,-29.23270206,7.955739956,17.75152805,15.260527,7.304926479,0.6880644290000001,-1.728619928,7.629809691,-6.950325772999999,-5.530948474,-2.539168775,2.978280163,-5.961948065,4.9956597380000005,-11.59657804,14.91204085,2.223062896,5.078061787,-1.532507487,1.6012160619999998,-4.7087426080000006,4.2541412560000005,-9.574575915,-1.990692844,-6.112678227000001,-4.225098676,12.63947135,1.721851899,9.538102121,6.508589766,-9.04909904,7.815631001,12.76770418,19.16301554,-39.59958299,-20.14731172,-29.38177913,9.406302864,-2.26393932,-5.116096356,2.2267016180000003,-4.036583799,12.81430745,-6.94393428,-1.243317658,-5.250028567,-1.6628720559999999,-8.669889063,-22.59937791,20.3360421,7.5203660260000005,0.204440165,-12.48125747,7.719665272,-13.36992343,-19.23202156,-11.57993205,-15.30258179,-12.96624178,6.044165146,-5.106087362,-26.99304883,38.49233335,-41.91805911,-26.0577176,7.331221195,36.03658097,50.95800548,-33.83316993,-40.83408621,17.33671296,-27.56787722,-12.43392755,34.54409871,2.866278486,51.30632473,-22.4661213,-33.68471805,-42.41901747,61.92211943,26.40933543,-25.00681133,-5.58498737,67.00923562,-13.90339887,24.150358999999998,61.793280599999996,3.8065330160000004,45.31113655,-32.66016572,-8.994627302,28.66638935,54.01456288,130.3167919,-6.248218779,-16.24938769,-9.528993577,-17.95662627,36.8782113,31.58891544,-18.38481066,-24.18751251,-15.83285757,-0.14555426400000002,-9.464103671,-7.5933812739999995,6.690754173999999,-4.6390289010000005,-6.106148301,5.952011995,-3.405791415,0.070437067,2.9637387889999998,-1.1343777179999999,-0.345464149,7.090756331000001
96.45094,45.24502027,75.64751629999999,-54.29112629,27.41889702,2.720387993,-5.762938656,-25.55412265,13.72643975,10.105412800000002,-23.28141725,1.677354994,32.19204704,-15.91947279,-1.937401507,-25.72412694,-14.76312398,27.54851679,3.432560503,-6.747951352,2.5696909619999997,8.108040951,-24.50263864,35.09889642,14.2017818,-14.03102788,32.17794705,-16.7147405,-6.141552229,4.029614963999999,-3.0350222469999997,13.27959649,-0.67210481,-21.63827729,54.09037743,-1.1698781999999999,-1.167317879,-36.06809327,41.17999323,-56.82261746,46.30263104,-35.05657822,3.185138567,0.30435226,17.70971031,170.6992804,45.89804151,-46.57120919,-20.71361219,-72.56215578,-29.35752179,-0.970459498,3.531358017,-3.78508817,51.12427906,-57.94072321,-119.081547,49.88984752,-33.08694501,-54.66290107,2.46005569,-24.85587521,3.760398083,76.60788932,11.78339218,-4.835675397,-9.537983038,-18.53487811,2.139919376,9.736361576,6.186146808999999,-5.988111525,-28.41743209,-4.611500044,-17.21985838,21.80676409,-7.18199109,-3.717499109,-15.88872157,7.0746334179999995,-11.02708995,-7.136020407,2.016547746,8.886748807,20.19360451,3.6947339999999995,-7.298207426,-10.69612948,2.7502059830000003,4.526060394,-4.817251786,10.64683363,7.818854888,5.265816457,-4.87816087,-3.756356885,8.149979489,-3.699145923,0.606282599,-5.794917477,1.9323517190000001,6.477498176,3.3350099930000003,-1.390956094,-3.4240868260000004,-6.349764762,-1.195903388,0.270947853,-3.823488873,4.883758679,1.078519309,0.842556437,1.855057191,2.734374931,1.117025691,-1.457227236,3.235694112,3.9679842080000003,-0.79124207,1.958529999,2.634305192,-1.654088665,2.542743769,2.217200559,2.80665858,-2.3305334109999998,4.881492523,1.102462853
74.425,-181.6798248,-25.38559575,53.67161611,-81.13119167,-6.672481749,11.82707185,-5.167385788,-19.77799394,3.824363588,5.361211655,-0.23338529,10.867426199999999,1.4526733680000001,4.76619059,-4.7046117469999995,-2.267836906,3.11700299,-1.508956678,-0.44624065,5.232835904,-1.747142432,4.3906993430000005,1.5033690659999999,0.69259276,-7.786441505,6.072016047999999,-5.562643061,-6.182286221,0.8323412290000001,-3.328919449,1.1226343220000001,-6.248688733,-5.5141700170000005,-1.4121713759999999,-1.262738295,1.948994715,3.317229835,1.300166121,-1.43951286,-3.143246712,-6.172724131,2.195898942,-1.588223456,-4.58383139,-3.087650936,-9.646064587,3.3428653130000003,2.937300787,-3.862134544,0.5083869560000001,1.7749488000000002,-1.11776886,3.1615316989999998,-0.487753214,0.309819428,5.000070421,8.22885724,0.336864239,2.069097737,-8.374979137999999,0.171182466,8.027996728,-0.047811772999999995,-6.186923778,3.4814318739999996,4.056701438999999,-1.368921407,1.5542021990000001,1.8449393809999999,-1.4421361469999998,2.9057333639999996,0.040207006,3.531607635,7.553783392000001,9.232286849,-2.412922876,1.187477111,0.35617911700000005,4.451751945,-6.462580176,4.938612913,3.4848938960000004,-8.157754511,2.7971693419999997,5.7088476539999995,1.07405307,2.055303463,-5.39023455,0.437311368,1.745555886,1.236971598,-2.213958143,3.1338565480000002,0.234788815,-4.1883183310000005,0.7603898459999999,-5.839192165,5.013725453,5.764425285,-0.7675834659999999,12.86120897,-0.46539090000000005,1.308750305,3.363890866,0.576658696,0.305910528,-9.399296674,-5.109452439,1.4100460209999999,4.349496972,-1.738537258,4.147541576,-1.0761055929999999,3.38380511,6.3628658410000005,4.007669742,0.9675894509999999,6.523336542000001,4.802984519,6.112911317000001,-3.1136690369999998,12.37891654,-4.338870523,18.39200782,-7.882131447999999,9.538700181,-12.26674691
86.70777,-75.59003066,112.6283695,-3.782528145,7.258969375,5.012786154,-3.6124442310000004,-0.586646039,-1.103726232,-6.809720285,6.169963462999999,0.205332367,-24.95096367,0.68530913,3.4167807989999996,0.36449310100000004,-4.019467488,-0.950484676,-6.605022468,-2.9696634630000003,0.301260562,2.304003378,-1.108323993,-6.434740258,3.252909858,0.36714929399999996,0.8546936159999999,12.00687638,-1.173999814,9.771313129,3.3351907360000004,-0.762071121,3.824632831,11.29103109,-4.639524436,-2.362435554,-6.374070335,-0.106995348,-7.278458249,-0.9074865590000001,0.8421602440000001,14.20425922,-0.816235797,-3.195362986,5.273181518,-18.98121328,24.03790171,9.669047115,-0.167839018,4.570878861000001,-14.96031955,-5.664168778,12.65027085,-4.032311847,6.664701009,-11.7529981,-32.01638518,-10.6426739,12.81157464,-4.357660648,10.77052412,-23.54203834,-9.349919323,-6.969725277999999,-3.76695812,-10.72669132,-8.075688935,-0.39595215899999997,6.2290521089999995,-3.353508207,-8.184899135,1.389003305,12.97321627,-20.32955675,-5.288861889,-28.42664969,-1.818697426,-1.175457606,10.00765098,-10.12119938,-33.17714272,16.8506318,-1.3995399590000002,-7.4741627820000005,-15.52431312,7.125493351,11.42800854,-3.915830505,-6.8777001460000005,15.47815084,-2.439476468,14.88472549,14.85480222,-4.434477477,6.999732941,16.47478657,13.52578637,8.708755283,0.03340372,3.6402694319999997,-36.3470039,22.29200865,-47.7189304,16.78990663,-65.38668051,65.60609486,87.21516167,65.35701739,45.03887237,90.21423852,-60.84599155,-1.2837814909999998,36.13663057,83.38893918,13.19145808,37.54660757,-43.21530166,-57.23574991,13.75553924,15.27168408,6.998799504,-2.751948216,6.118645202000001,-8.525190245,-3.4738517780000002,10.37546993,-18.85525544,0.895850886
80.50925,-181.47348300000002,-26.22228874,54.78065041,-74.81944041,-6.013172387999999,9.639932257,0.613201812,-20.57042178,-5.27350237,1.573921511,0.137591672,5.204158744,-1.197374513,7.823176475,-4.510576169,-7.068857283,4.1719448130000005,-3.57179578,-6.734620817000001,6.274590729,3.6258362089999996,4.773387138,-0.010886522,2.218921008,-7.524284928999999,11.44291347,-12.41322565,-9.188217561,-2.83546843,-10.03879669,-3.926877058,-7.1358398670000005,-9.688923063999999,2.228138034,2.077610987,2.3702508140000003,1.099663323,3.929598755,-0.511016778,-2.176440124,-3.490467481,4.871176642,-6.198711591,1.712743975,1.92314773,-5.981552006,0.238606645,6.08710439,-8.72965087,6.011542026,2.299455897,0.258540056,3.6652736260000003,-4.462635655,1.805549478,-0.636079765,1.04113924,4.088512789,-0.988196993,-2.319893174,-1.051150227,2.313072904,4.00831225,1.749885823,1.208199121,1.4621930909999998,2.22052147,-5.253504999,5.036771304,-0.422864432,3.557823905,2.630270385,2.68161419,4.610782544,-10.00253311,-5.388155602,3.2089373930000002,1.794195414,8.527004478,7.971174044,-5.893720742,0.840128331,-2.010067475,-2.636367684,-5.047330996,1.084958066,-1.712088735,5.074582276,4.368456621,-0.44077422299999997,1.92375547,2.313243461,5.516361882999999,-4.913711519,-0.712459552,-2.484302922,6.480867636,4.666887272,-2.409897655,-1.4004378219999998,3.900498233,-0.599596916,3.139227796,3.850504035,1.992735493,5.941751047,1.586826984,-5.426727068,3.706894697,-1.098182197,-5.087833677,-10.11004093,-1.839266984,-6.542483459,1.9993173999999998,-9.989400359,-4.1808061819999995,-6.8529467539999995,1.7346912230000002,-1.354760735,1.313294501,0.100310041,1.3742388630000002,-1.3731198180000002,1.472571769,1.617780079,14.07503286
104.4249,21.03286944,83.07323735,-47.4932379,25.03299298,3.4111612,4.271274378999999,-40.65479796,5.315893795,-3.93462653,-14.70818262,-0.062479507000000004,18.61060433,-7.5185372720000005,9.267116453,22.03500781,12.28352854,15.1261086,10.66775716,-0.414981476,6.412062229,7.911671517,-5.26682217,2.9490188219999998,-0.853535418,8.053026598999999,17.35521834,-10.27491628,18.54338016,-1.9358638069999998,-2.939481247,-2.943720243,-26.18366183,-27.23936472,3.96653521,1.906045945,0.340802051,2.4235249469999998,37.65349675,-14.75436503,40.07059597,-31.33249354,-1.183081279,6.865022437,-4.18564964,63.41288651,-42.85066167,-62.02069109999999,-2.833931085,-57.14939134,38.30986287,5.116642669,-52.71240666,60.33370329,-80.90294175,42.3297544,79.48230767,-47.91332032,41.80659620000001,32.45142407,108.4632092,-81.78230963,-14.69242878,-90.01345318,19.11973723,-35.01449607,28.27718231,-97.34053818,-16.85365386,14.27999051,-11.35591567,-17.44981544,-33.41080384,-16.29227984,-11.97923651,18.70716742,-2.897333157,4.821711075,-3.2159203219999997,-3.892793433,-7.391539379,-10.17346269,10.27987272,9.627504429,-9.505188587000001,1.5212279309999999,3.929947227,10.64479809,-4.136094342,16.67151441,2.276259133,2.968042015,-5.3154481,-9.164258847000001,-6.7753314829999995,14.526493700000001,2.450738091,4.3708449,-7.325375182,1.180312059,0.084563555,2.4014016959999998,-0.223125331,9.114237988,-10.14126658,-2.35164796,9.070594067,0.187408899,3.205749922,4.651195352,-3.04364087,-2.285709936,0.566956771,1.2888881090000002,0.9475388029999999,-2.464892027,0.48180338899999997,7.420445629,2.549481138,-3.965865518,4.494718493,-0.20165485100000002,2.7181527819999998,1.728526852,-3.2853795569999997,-3.802884621,1.179445005,0.39361128100000004
105.4065,153.4307892,-81.89035354,-88.72321963,-13.80396729,1.648808429,5.066717796,-7.38281373,-32.74611904,-27.53717617,3.3361986389999996,2.152045523,-27.72345264,4.669687093,28.531645899999997,-43.8417683,22.29985297,-21.24169106,39.44377572,-39.0095362,104.90948459999998,1.808461055,-103.7523213,-107.12017309999999,64.38792308,-43.86240044,52.21538314,65.96809282,153.32580980000003,0.857536553,-22.06726516,-59.83444472,98.88149491,15.46162926,-67.26359215,27.08564111,26.53480037,-51.22876308,38.75486908,16.97717097,-35.93653793,-32.9023564,24.35328186,-7.672181345,-25.01389708,0.628315539,-3.719512765,7.684361393,0.6806409809999999,-18.30677222,14.07576569,10.98394746,3.864695448,-0.18277821800000002,15.25030575,-16.73963201,1.9357145690000002,-3.1901511069999997,-12.15147346,-2.612695049,-2.652660273,-0.619743885,0.243125173,2.132053158,-1.721524785,5.964867018,0.809519593,-4.493738851,-6.229069196,7.689316594,-7.22385658,-4.888217059,-1.044256938,4.694891201,11.72409939,0.639958513,-2.604395352,-0.970179661,-3.693569296,2.39549184,2.355008404,-6.0660179329999995,-3.6853147510000004,1.6296935959999999,-1.2706725540000001,1.124954579,0.8958133559999999,1.752370472,-1.378447686,-0.22560892300000002,-5.126926783,-0.636167041,-0.316853589,0.748048059,1.132477805,-2.420789789,-0.185028052,-1.613890909,-0.104112339,0.646233582,-1.126080306,2.477506015,-2.3563147140000003,-0.18008880100000002,-1.206668687,-0.6619259270000001,-1.604304805,-2.854216436,0.523783833,1.5256594890000001,-0.36845341299999995,0.41213279999999997,-1.2506387559999999,1.425762468,1.038983,-1.9738783690000001,1.544214914,3.9553338719999998,-1.690582522,1.025228105,2.91662314,-1.900316416,-0.25118466100000003,3.171237171,-1.2034650740000001,-1.509202615,0.891133462,-0.598240085
95.36395999999999,-182.4705668,-24.43345099,52.42014221,-79.13401336,-5.63022372,7.517464697,6.409322968,-11.38403067,-10.92816932,2.047835491,-0.164716668,3.373287569,-2.250122992,2.118205518,-3.8140580589999997,-4.836830461,3.012943215,0.559520995,-6.3910635000000005,8.836247943,3.14889352,-0.927148778,2.085841937,3.7017411019999997,1.151446413,6.712671889,-8.654572362,-3.676637646,-5.017255862,-6.03927415,2.1556340019999998,-3.611956577,-6.511382082000001,2.710144039,-1.103324561,1.443301955,-0.948764333,-1.182384982,0.989587441,-0.105763749,0.15803002,2.3388282730000003,-2.650083895,-2.3704136069999997,1.820491897,-0.97803444,0.092950825,6.038027117,-0.794549478,3.5241247610000004,2.038296182,-0.002530229,0.777605889,2.25933273,-4.08552666,-4.02924968,2.414108235,-2.53026568,-2.845042278,7.291642812999999,-1.997766844,-0.588084631,0.8842050840000001,-1.74615641,2.356266349,1.116281643,2.4778642630000003,-0.7582609220000001,4.346650095,-4.168109723,-2.1807299209999997,0.35329055200000004,-2.8394972039999997,-4.705393438,1.4995461380000001,3.0620603369999997,2.5325756,11.91491166,-3.540529942,-1.714197423,2.4765327459999997,3.547121163,4.333321272,-3.40409483,2.553237017,1.4504251819999998,0.6144973420000001,1.352521939,5.982725,1.7331689819999998,0.22868269300000002,2.412171154,0.365349379,2.894977253,4.9012064639999995,-5.374091593999999,2.288416774,0.124800009,-0.17197003600000002,-5.565351927000001,-8.224762426,3.09333066,-1.3763343590000001,2.289822417,-0.943103747,-3.9722228889999998,5.0131981119999995,1.903354877,-11.4313477,-5.393902669,-2.73819218,4.406888566,7.1528621679999995,-1.187953586,-1.851613745,2.442817481,2.8360040580000003,5.533122139,-3.226341297,-0.583755051,4.92335248,-12.22141967,4.560506984,-9.547341821,-1.856892681,-10.95598498,1.813023721
97.11091,41.9169475,-65.3167669,-82.64732257,-23.21440383,-1.934432955,-24.93731281,-11.17537839,37.70210374,10.90451044,55.10260374,-4.884629713,24.92400817,20.92963353,26.61388112,56.35986174,13.78218289,-1.058733456,15.64601847,1.5548388359999998,-14.0205039,-20.36561279,10.94167275,7.073967076000001,-5.42476053,-8.571387817,10.08356745,-15.29654357,0.275616171,-40.92731838,-14.93434734,-17.78870645,0.052381295,10.69186698,-19.08491912,-47.98388702,-0.618178763,-41.46280852,6.533273362999999,5.344406463,46.37394631,-20.26375021,-27.32949515,2.771040347,-79.2603806,-14.39463207,-32.09501306,-29.83615291,95.11884543,-22.30177096,-123.08398190000001,-17.13279163,-82.81430897,-103.1318207,56.10075989999999,40.84022098,20.59281633,-39.07935517,-98.99266132,10.46777896,9.468623076,-16.48600939,62.003477000000004,-9.968680837,42.77460419,-12.99082952,-18.45632387,-6.339297804,10.32718095,-3.987017933,4.689178233,-3.769032282,36.15342437,5.254805473,-10.27883512,-3.1396885510000003,-6.0714781129999995,10.96100756,-2.7253996419999997,-8.310560393,-9.545116064,4.360226398,1.786768416,-6.392556241,-12.14970156,0.156027754,-1.881757317,-8.591256626,2.182133293,-9.72245198,3.131825787,-7.173947847000001,4.585140926,1.862833489,4.055893636,-2.819867719,5.270332094,-3.4965947839999996,4.786353063,-4.0110558119999995,-1.549360918,0.201515345,-0.885959362,4.904537497,-4.172753731,3.9156543,7.7365076010000005,5.032475374,0.004740287,6.529299297000001,4.876045327,-6.100961646,-4.121123287,-11.45341673,4.146982361,7.690337257,3.151051523,-1.21272576,4.8316934069999995,-3.008777522,-5.205279018,1.260464276,1.3776700469999998,-0.528552919,-1.790938009,-0.182687052,-0.56977182,-2.34707998
